result,isNotional,electorate,turnout,majority,electionTitle,electionDate,electionId,isGeneralElection,constituencyName,candidates,winningParty.id,winningParty.name,winningParty.abbreviation,winningParty.backgroundColour,winningParty.foregroundColour,winningParty.isLordsMainParty,winningParty.isLordsSpiritualParty,winningParty.governmentType,winningParty.isIndependentParty,constituency_id
Con Hold,False,75457,49621,1321,2024 General Election,2024-07-04T00:00:00,422,True,Mid Bedfordshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4174
Con Hold,False,75622,53951,5872,2024 General Election,2024-07-04T00:00:00,422,True,Mid Buckinghamshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4175
Lab Gain,False,70384,41509,8927,2024 General Election,2024-07-04T00:00:00,422,True,Mid Cheshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4176
Lab Gain,False,69917,47543,1878,2024 General Election,2024-07-04T00:00:00,422,True,Mid Derbyshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4177
LD Gain,False,75294,49514,1352,2024 General Election,2024-07-04T00:00:00,422,True,Mid Dorset and North Poole,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4178
LD Gain,False,73603,52738,9673,2024 General Election,2024-07-04T00:00:00,422,True,Mid Dunbartonshire,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4486
Con Hold,False,75924,48050,2201,2024 General Election,2024-07-04T00:00:00,422,True,Mid Leicestershire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4179
Con Hold,False,75238,45897,3054,2024 General Election,2024-07-04T00:00:00,422,True,Mid Norfolk,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4180
LD Gain,False,75969,53328,6662,2024 General Election,2024-07-04T00:00:00,422,True,Mid Sussex,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4181
SF Hold,False,74000,45445,14923,2024 General Election,2024-07-04T00:00:00,422,True,Mid Ulster,[],30,Sinn Féin,SF,02665f,FFFFFF,False,False,,False,4430
Lab Hold,False,75123,34407,9192,2024 General Election,2024-07-04T00:00:00,422,True,Middlesbrough and Thornaby East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4182
Lab Gain,False,70331,38035,214,2024 General Election,2024-07-04T00:00:00,422,True,Middlesbrough South and East Cleveland,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4183
Lab Gain,False,73554,44165,8167,2024 General Election,2024-07-04T00:00:00,422,True,Midlothian,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4445
Lab Gain,False,81078,47729,7291,2024 General Election,2024-07-04T00:00:00,422,True,Milton Keynes Central,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4184
Lab Gain,False,70709,45977,5430,2024 General Election,2024-07-04T00:00:00,422,True,Milton Keynes North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4185
Lab Hold,False,77282,45255,18761,2024 General Election,2024-07-04T00:00:00,422,True,Mitcham and Morden,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4186
Lab Gain,False,74823,50844,3338,2024 General Election,2024-07-04T00:00:00,422,True,Monmouthshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4516
Lab Gain,False,74039,43259,3815,2024 General Election,2024-07-04T00:00:00,422,True,Montgomeryshire and Glyndŵr,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4517
SNP Hold,False,77243,46554,1001,2024 General Election,2024-07-04T00:00:00,422,True,"Moray West, Nairn and Strathspey",[],29,Scottish National Party,SNP,fff685,000000,False,False,,False,4487
Lab Gain,False,76424,48059,5815,2024 General Election,2024-07-04T00:00:00,422,True,Morecambe and Lunesdale,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4187
Lab Gain,False,71777,39026,7085,2024 General Election,2024-07-04T00:00:00,422,True,"Motherwell, Wishaw and Carluke",[],15,Labour,Lab,d50000,ffffff,True,True,,False,4488
Lab Gain,False,21325,13528,3836,2024 General Election,2024-07-04T00:00:00,422,True,Na h-Eileanan an Iar,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4443
Lab Hold,False,76291,40137,6627,2024 General Election,2024-07-04T00:00:00,422,True,Neath and Swansea East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4518
Con Hold,False,70618,45230,8495,2024 General Election,2024-07-04T00:00:00,422,True,New Forest East,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4188
Con Hold,False,68644,46337,5600,2024 General Election,2024-07-04T00:00:00,422,True,New Forest West,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4189
Con Hold,False,79783,53459,3572,2024 General Election,2024-07-04T00:00:00,422,True,Newark,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4190
LD Gain,False,71982,48930,2377,2024 General Election,2024-07-04T00:00:00,422,True,Newbury,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4191
Lab Hold,False,76822,41355,11060,2024 General Election,2024-07-04T00:00:00,422,True,Newcastle upon Tyne Central and West,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4192
Lab Hold,False,76245,42321,12817,2024 General Election,2024-07-04T00:00:00,422,True,Newcastle upon Tyne East and Wallsend,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4193
Lab Hold,False,74768,48617,17762,2024 General Election,2024-07-04T00:00:00,422,True,Newcastle upon Tyne North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4194
Lab Gain,False,67815,39618,5069,2024 General Election,2024-07-04T00:00:00,422,True,Newcastle-under-Lyme,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4195
Lab Hold,False,76683,38531,9009,2024 General Election,2024-07-04T00:00:00,422,True,Newport East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4519
Lab Hold,False,75785,41951,8868,2024 General Election,2024-07-04T00:00:00,422,True,Newport West and Islwyn,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4520
SF Hold,False,78244,45942,15493,2024 General Election,2024-07-04T00:00:00,422,True,Newry and Armagh,[],30,Sinn Féin,SF,02665f,FFFFFF,False,False,,False,4431
LD Gain,False,73885,47992,2246,2024 General Election,2024-07-04T00:00:00,422,True,Newton Abbot,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4196
Lab Gain,False,72215,39846,8839,2024 General Election,2024-07-04T00:00:00,422,True,Newton Aycliffe and Spennymoor,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4197
Lab Hold,False,75645,36349,6662,2024 General Election,2024-07-04T00:00:00,422,True,Normanton and Hemsworth,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4198
TUV Gain,False,74697,41185,450,2024 General Election,2024-07-04T00:00:00,422,True,North Antrim,[],158,Traditional Unionist Voice,TUV,0c3a6a,ffffff,False,False,,False,4432
Lab Gain,False,72176,42262,3551,2024 General Election,2024-07-04T00:00:00,422,True,North Ayrshire and Arran,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4446
Con Hold,False,78850,51561,5414,2024 General Election,2024-07-04T00:00:00,422,True,North Bedfordshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4199
LD Gain,False,76741,51245,9957,2024 General Election,2024-07-04T00:00:00,422,True,North Cornwall,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4200
Con Hold,False,73203,50229,3357,2024 General Election,2024-07-04T00:00:00,422,True,North Cotswolds,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4201
LD Gain,False,79079,51417,6744,2024 General Election,2024-07-04T00:00:00,422,True,North Devon,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4202
Con Hold,False,72690,49683,1589,2024 General Election,2024-07-04T00:00:00,422,True,North Dorset,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4203
Ind Gain,False,73885,43296,7305,2024 General Election,2024-07-04T00:00:00,422,True,North Down,[],8,Independent,Ind,909090,FFFFFF,False,False,,True,4433
Lab Hold,False,73226,41565,5873,2024 General Election,2024-07-04T00:00:00,422,True,North Durham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4204
Con Hold,False,71511,39176,7189,2024 General Election,2024-07-04T00:00:00,422,True,North East Cambridgeshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4205
Lab Gain,False,73234,45866,1753,2024 General Election,2024-07-04T00:00:00,422,True,North East Derbyshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4206
LD Gain,False,69762,42728,13479,2024 General Election,2024-07-04T00:00:00,422,True,North East Fife,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4489
LD Gain,False,76923,55560,634,2024 General Election,2024-07-04T00:00:00,422,True,North East Hampshire,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4207
Lab Gain,False,77697,52520,1923,2024 General Election,2024-07-04T00:00:00,422,True,North East Hertfordshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4208
Lab Gain,False,73889,51125,5319,2024 General Election,2024-07-04T00:00:00,422,True,North East Somerset and Hanham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4209
Green Gain,False,72797,50362,5894,2024 General Election,2024-07-04T00:00:00,422,True,North Herefordshire,[],44,Green Party,Green,78b82a,FFFFFF,False,False,,False,4210
LD Gain,False,71438,47043,2585,2024 General Election,2024-07-04T00:00:00,422,True,North Norfolk,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4211
Lab Gain,False,74190,48843,5067,2024 General Election,2024-07-04T00:00:00,422,True,North Northumberland,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4212
LD Gain,False,77573,49594,15311,2024 General Election,2024-07-04T00:00:00,422,True,North Shropshire,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4213
Lab Gain,False,74426,53766,639,2024 General Election,2024-07-04T00:00:00,422,True,North Somerset,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4214
Lab Gain,False,69752,40940,2198,2024 General Election,2024-07-04T00:00:00,422,True,North Warwickshire and Bedworth,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4215
Lab Gain,False,75915,44424,39,2024 General Election,2024-07-04T00:00:00,422,True,North West Cambridgeshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4216
Con Hold,False,79698,54386,2610,2024 General Election,2024-07-04T00:00:00,422,True,North West Essex,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4217
Con Hold,False,78629,50823,3288,2024 General Election,2024-07-04T00:00:00,422,True,North West Hampshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4218
Lab Gain,False,77750,48572,1012,2024 General Election,2024-07-04T00:00:00,422,True,North West Leicestershire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4219
Con Hold,False,74415,44566,4954,2024 General Election,2024-07-04T00:00:00,422,True,North West Norfolk,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4220
Lab Gain,False,75575,41813,9014,2024 General Election,2024-07-04T00:00:00,422,True,Northampton North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4221
Lab Gain,False,70393,43904,4071,2024 General Election,2024-07-04T00:00:00,422,True,Northampton South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4222
Lab Gain,False,73717,45765,10850,2024 General Election,2024-07-04T00:00:00,422,True,Norwich North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4223
Lab Hold,False,76296,45095,13239,2024 General Election,2024-07-04T00:00:00,422,True,Norwich South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4224
Lab Hold,False,69395,36401,15162,2024 General Election,2024-07-04T00:00:00,422,True,Nottingham East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4225
Lab Hold,False,73768,35007,9427,2024 General Election,2024-07-04T00:00:00,422,True,Nottingham North and Kimberley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4226
Lab Hold,False,64255,32879,10294,2024 General Election,2024-07-04T00:00:00,422,True,Nottingham South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4227
Lab Gain,False,71843,41213,3479,2024 General Election,2024-07-04T00:00:00,422,True,Nuneaton,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4228
Con Hold,False,73198,47633,3548,2024 General Election,2024-07-04T00:00:00,422,True,Old Bexley and Sidcup,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4229
Lab Hold,False,73460,40065,6357,2024 General Election,2024-07-04T00:00:00,422,True,Oldham East and Saddleworth,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4230
Lab Hold,False,76031,38573,4976,2024 General Election,2024-07-04T00:00:00,422,True,"Oldham West, Chadderton and Royton",[],15,Labour,Lab,d50000,ffffff,True,True,,False,4231
LD Hold,False,34236,20688,7807,2024 General Election,2024-07-04T00:00:00,422,True,Orkney and Shetland,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4447
Con Hold,False,71284,46073,5118,2024 General Election,2024-07-04T00:00:00,422,True,Orpington,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4232
Lab Gain,False,72312,43873,4542,2024 General Election,2024-07-04T00:00:00,422,True,Ossett and Denby Dale,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4233
Lab Hold,False,71845,39341,14465,2024 General Election,2024-07-04T00:00:00,422,True,Oxford East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4234
LD Hold,False,69851,45998,14894,2024 General Election,2024-07-04T00:00:00,422,True,Oxford West and Abingdon,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4235
Lab Gain,False,71103,41519,6333,2024 General Election,2024-07-04T00:00:00,422,True,Paisley and Renfrewshire North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4490
Lab Gain,False,71574,41283,6527,2024 General Election,2024-07-04T00:00:00,422,True,Paisley and Renfrewshire South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4491
Lab Hold,False,72127,38797,15228,2024 General Election,2024-07-04T00:00:00,422,True,Peckham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4236
Lab Gain,False,78796,46754,902,2024 General Election,2024-07-04T00:00:00,422,True,Pendle and Clitheroe,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4237
Lab Gain,False,70435,43965,8739,2024 General Election,2024-07-04T00:00:00,422,True,Penistone and Stocksbridge,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4238
Lab Gain,False,77935,49281,5257,2024 General Election,2024-07-04T00:00:00,422,True,Penrith and Solway,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4239
SNP Hold,False,77261,50077,4127,2024 General Election,2024-07-04T00:00:00,422,True,Perth and Kinross-shire,[],29,Scottish National Party,SNP,fff685,000000,False,False,,False,4492
Lab Gain,False,73378,41872,118,2024 General Election,2024-07-04T00:00:00,422,True,Peterborough,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4240
Lab Gain,False,74724,42856,5604,2024 General Election,2024-07-04T00:00:00,422,True,Plymouth Moor View,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4241
Lab Hold,False,75313,42095,13328,2024 General Election,2024-07-04T00:00:00,422,True,Plymouth Sutton and Devonport,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4242
Lab Hold,False,74618,35957,6630,2024 General Election,2024-07-04T00:00:00,422,True,"Pontefract, Castleford and Knottingley",[],15,Labour,Lab,d50000,ffffff,True,True,,False,4243
Lab Hold,False,75951,39378,8402,2024 General Election,2024-07-04T00:00:00,422,True,Pontypridd,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4521
Lab Gain,False,72509,44495,18,2024 General Election,2024-07-04T00:00:00,422,True,Poole,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4244
Lab Hold,False,84116,43051,12560,2024 General Election,2024-07-04T00:00:00,422,True,Poplar and Limehouse,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4245
Lab Gain,False,70446,41593,780,2024 General Election,2024-07-04T00:00:00,422,True,Portsmouth North,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4246
Lab Hold,False,73711,38928,13155,2024 General Election,2024-07-04T00:00:00,422,True,Portsmouth South,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4247
Lab Hold,False,77400,39993,5291,2024 General Election,2024-07-04T00:00:00,422,True,Preston,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4248
Lab Hold,False,72686,49295,12488,2024 General Election,2024-07-04T00:00:00,422,True,Putney,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4249
Lab Hold,False,75558,38343,14913,2024 General Election,2024-07-04T00:00:00,422,True,Queen's Park and Maida Vale,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4250
Lab Hold,False,69133,33904,6908,2024 General Election,2024-07-04T00:00:00,422,True,Rawmarsh and Conisbrough,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4251
Con Hold,False,76576,47978,5621,2024 General Election,2024-07-04T00:00:00,422,True,Rayleigh and Wickford,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4252
Lab Hold,False,73600,45291,12637,2024 General Election,2024-07-04T00:00:00,422,True,Reading Central,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4253
Lab Gain,False,68781,46551,1361,2024 General Election,2024-07-04T00:00:00,422,True,Reading West and Mid Berkshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4254
Lab Gain,False,70241,38209,3323,2024 General Election,2024-07-04T00:00:00,422,True,Redcar,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4255
Lab Gain,False,71042,42375,789,2024 General Election,2024-07-04T00:00:00,422,True,Redditch,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4256
Con Hold,False,77102,53161,3187,2024 General Election,2024-07-04T00:00:00,422,True,Reigate,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4257
Lab Hold,False,74493,35806,7790,2024 General Election,2024-07-04T00:00:00,422,True,Rhondda and Ogmore,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4522
Lab Gain,False,80484,52023,856,2024 General Election,2024-07-04T00:00:00,422,True,Ribble Valley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4258
Con Hold,False,73886,48526,12185,2024 General Election,2024-07-04T00:00:00,422,True,Richmond and Northallerton,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4259
LD Hold,False,74988,51517,17155,2024 General Election,2024-07-04T00:00:00,422,True,Richmond Park,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4260
Lab Hold,False,72507,39688,1440,2024 General Election,2024-07-04T00:00:00,422,True,Rochdale,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4261
Lab Gain,False,74257,42598,2930,2024 General Election,2024-07-04T00:00:00,422,True,Rochester and Strood,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4262
Con Hold,False,72928,44047,1463,2024 General Election,2024-07-04T00:00:00,422,True,Romford,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4263
Con Hold,False,71871,50027,2191,2024 General Election,2024-07-04T00:00:00,422,True,Romsey and Southampton North,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4264
Lab Gain,False,74440,44618,5628,2024 General Election,2024-07-04T00:00:00,422,True,Rossendale and Darwen,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4265
Lab Gain,False,69459,41608,998,2024 General Election,2024-07-04T00:00:00,422,True,Rother Valley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4266
Lab Hold,False,75929,36932,5490,2024 General Election,2024-07-04T00:00:00,422,True,Rotherham,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4267
Lab Gain,False,74901,49004,4428,2024 General Election,2024-07-04T00:00:00,422,True,Rugby,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4268
Con Hold,False,71683,47091,7581,2024 General Election,2024-07-04T00:00:00,422,True,"Ruislip, Northwood and Pinner",[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4269
Lab Hold,False,70801,42235,14696,2024 General Election,2024-07-04T00:00:00,422,True,Runcorn and Helsby,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4270
Con Hold,False,73610,48253,7627,2024 General Election,2024-07-04T00:00:00,422,True,Runnymede and Weybridge,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4271
Lab Gain,False,79160,57744,7426,2024 General Election,2024-07-04T00:00:00,422,True,Rushcliffe,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4272
Lab Gain,False,72674,42484,8767,2024 General Election,2024-07-04T00:00:00,422,True,Rutherglen,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4493
Con Hold,False,71763,48577,10394,2024 General Election,2024-07-04T00:00:00,422,True,Rutland and Stamford,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4273
Lab Hold,False,83633,39704,15101,2024 General Election,2024-07-04T00:00:00,422,True,Salford,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4274
Con Hold,False,71802,50173,3807,2024 General Election,2024-07-04T00:00:00,422,True,Salisbury,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4275
Lab Gain,False,74544,44221,5408,2024 General Election,2024-07-04T00:00:00,422,True,Scarborough and Whitby,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4276
Lab Gain,False,73855,39051,3542,2024 General Election,2024-07-04T00:00:00,422,True,Scunthorpe,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4277
Lab Hold,False,74284,47449,18282,2024 General Election,2024-07-04T00:00:00,422,True,Sefton Central,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4278
Lab Gain,False,78043,49222,10195,2024 General Election,2024-07-04T00:00:00,422,True,Selby,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4279
Con Hold,False,73708,49899,5440,2024 General Election,2024-07-04T00:00:00,422,True,Sevenoaks,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4280
Lab Hold,False,70389,31612,11600,2024 General Election,2024-07-04T00:00:00,422,True,Sheffield Brightside and Hillsborough,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4281
Lab Hold,False,60594,31803,8286,2024 General Election,2024-07-04T00:00:00,422,True,Sheffield Central,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4282
Lab Hold,False,72900,51601,8189,2024 General Election,2024-07-04T00:00:00,422,True,Sheffield Hallam,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4283
Lab Hold,False,73452,38446,15304,2024 General Election,2024-07-04T00:00:00,422,True,Sheffield Heeley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4284
Lab Hold,False,74156,35771,12458,2024 General Election,2024-07-04T00:00:00,422,True,Sheffield South East,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4285
Lab Gain,False,78896,48660,5443,2024 General Election,2024-07-04T00:00:00,422,True,Sherwood Forest,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4286
Lab Gain,False,74130,48303,8603,2024 General Election,2024-07-04T00:00:00,422,True,Shipley,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4287
Lab Gain,False,76599,51560,11355,2024 General Election,2024-07-04T00:00:00,422,True,Shrewsbury,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4288
Lab Gain,False,79067,40998,355,2024 General Election,2024-07-04T00:00:00,422,True,Sittingbourne and Sheppey,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4289
Con Hold,False,79238,53450,1650,2024 General Election,2024-07-04T00:00:00,422,True,Skipton and Ripon,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4290
Con Hold,False,75651,48565,4346,2024 General Election,2024-07-04T00:00:00,422,True,Sleaford and North Hykeham,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4291
Lab Hold,False,81295,43278,3647,2024 General Election,2024-07-04T00:00:00,422,True,Slough,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4292
Lab Hold,False,72863,35115,11188,2024 General Election,2024-07-04T00:00:00,422,True,Smethwick,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4293
Con Hold,False,71816,46877,4620,2024 General Election,2024-07-04T00:00:00,422,True,Solihull West and Shirley,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4294
UUP Gain,False,77058,42908,7512,2024 General Election,2024-07-04T00:00:00,422,True,South Antrim,[],38,Ulster Unionist Party,UUP,a1cdf0,FFFFFF,False,True,,False,4434
RUK Gain,False,72673,39549,98,2024 General Election,2024-07-04T00:00:00,422,True,South Basildon and East Thurrock,[],1036,Reform UK,RUK,12b6cf,ffffff,False,False,,False,4295
LD Gain,False,77327,54885,10641,2024 General Election,2024-07-04T00:00:00,422,True,South Cambridgeshire,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4296
LD Gain,False,71971,52287,4973,2024 General Election,2024-07-04T00:00:00,422,True,South Cotswolds,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4297
Lab Gain,False,73714,45737,4168,2024 General Election,2024-07-04T00:00:00,422,True,South Derbyshire,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4298
LD Gain,False,72261,49004,7127,2024 General Election,2024-07-04T00:00:00,422,True,South Devon,[],17,Liberal Democrat,LD,faa01a,FFFFFF,True,False,,False,4299
Lab Gain,False,75924,49037,1048,2024 General Election,2024-07-04T00:00:00,422,True,South Dorset,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4300
SF Hold,False,76248,45243,9280,2024 General Election,2024-07-04T00:00:00,422,True,South Down,[],30,Sinn Féin,SF,02665f,FFFFFF,False,False,,False,4435
Lab Gain,False,72654,49286,1911,2024 General Election,2024-07-04T00:00:00,422,True,South East Cornwall,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4301
Con Hold,False,78473,45930,6856,2024 General Election,2024-07-04T00:00:00,422,True,South Holland and The Deepings,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4302
Con Hold,False,78511,51359,5506,2024 General Election,2024-07-04T00:00:00,422,True,South Leicestershire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4303
Lab Gain,False,74006,49579,2826,2024 General Election,2024-07-04T00:00:00,422,True,South Norfolk,[],15,Labour,Lab,d50000,ffffff,True,True,,False,4304
Con Hold,False,78233,53697,3687,2024 General Election,2024-07-04T00:00:00,422,True,South Northamptonshire,[],4,Conservative,Con,0063ba,ffffff,True,False,,False,4305
